Unnamed: 0,Weight,FatContent,ProductVisibility,ProductType,MRP,LocationType,OutletType,OutletSales
1957,13.1,1,0.044281996,6,178.5318,1,1,3067.3406
4631,12.6,1,0.067373081,1,258.8988,2,3,3083.9856
7529,15.6,0,0.087646694,13,221.5798,2,1,5509.495
6147,17.6,0,0.010096684,13,160.4552,1,1,2599.2832
8412,11.0,1,0.13341564,3,218.7798,1,1,2203.798
5601,20.25,1,0.018789455,6,222.0772,2,1,3113.2808
4717,12.6,1,0.080697998,5,39.8506,0,0,37.9506
2465,10.395,1,0.036957777,10,230.5352,1,1,4580.704
4475,7.365,0,0.042552205,6,225.172,1,1,3395.58
3459,18.85,0,0.039723999,13,41.048,1,1,918.804
6611,12.6,0,0.058444176,14,73.0696,0,0,223.7088
4814,12.6,0,0.036109413,6,140.6154,2,3,4538.0928
2436,15.1,1,0.019965179,5,130.531,0,1,908.817
7852,20.2,1,0.121442754,13,94.9752,0,1,1342.2528
3309,10.695,1,0.127727102,4,121.144,0,1,1917.504
7303,12.35,0,0.163941937,9,117.0124,0,1,1540.6612
5147,11.35,0,0.0,13,52.4008,1,1,809.6128
7371,17.0,0,0.136008489,6,171.7106,1,1,1711.106
4819,7.05,0,0.084966021,13,111.1912,0,1,1965.4416
1189,9.695,0,0.070843019,7,177.7344,1,1,1605.9096
2057,6.78,0,0.066608487,6,184.624,1,1,5406.296
3803,12.6,0,0.006665667,9,164.1184,2,3,3797.7232
5948,9.1,0,0.134393836,9,48.0718,2,0,47.2718
4919,9.1,0,0.055514919,9,112.5518,0,1,341.5554
1880,12.6,0,0.054670967,12,158.6604,0,0,316.9208
5505,16.7,0,0.022190488,4,113.1886,1,1,3335.658
1406,6.13,0,0.076891526,4,61.5536,1,1,796.2968
1561,14.15,0,0.035943717,14,40.5138,0,1,446.7518
330,20.7,0,0.09261307,4,76.367,2,1,306.268
1175,5.155,0,0.083198341,5,246.0776,0,1,990.7104
5418,15.35,0,0.096379585,14,196.5768,1,1,4729.8432
6912,9.8,1,0.015087112,10,250.1408,1,1,4005.4528
2034,10.695,0,0.06375108,9,36.7848,1,1,782.9808
2650,6.65,0,0.053372768,3,149.5734,0,1,2524.0478
2164,12.6,1,0.04586701,5,37.9506,2,3,910.8144
214,14.65,0,0.0,9,161.5552,2,0,324.9104
4913,12.6,1,0.029023048,3,177.837,2,3,6704.606
5584,5.26,1,0.041837331,0,161.8868,0,1,5077.3908
547,12.15,0,0.030815427,5,252.0698,2,0,1014.6792
5735,12.6,1,0.072762086,6,120.9072,0,0,122.5072
1545,18.25,0,0.132596101,5,226.2062,2,0,677.1186
7274,7.905,0,0.0,5,109.1254,1,1,1627.881
3846,15.25,0,0.061434045,9,130.9968,2,2,2348.9424
2760,7.075,0,0.058676973,4,142.0128,1,1,2588.6304
172,11.8,1,0.057373797,10,151.4366,2,1,1360.2294
1726,9.1,0,0.173973652,0,126.5362,2,1,1761.7068
6946,7.05,1,0.05587277,1,222.1088,1,1,4026.7584
7036,15.2,0,0.019064377,13,238.2248,0,1,3555.372
594,5.82,0,0.080640478,9,167.779,0,1,2886.243
5888,8.39,0,0.120474481,9,165.5868,1,1,1965.4416
1615,8.575,1,0.071958197,4,195.3794,0,1,3511.4292
1755,16.2,0,0.036057562,6,260.3278,2,2,2342.9502
5885,20.2,0,0.0,9,187.1898,2,1,2993.4368
6521,7.75,0,0.043238822,0,92.5436,0,1,1701.7848
7349,5.325,1,0.0,4,55.8298,1,1,485.3682
231,12.6,1,0.13956116,12,170.4764,2,3,3435.528
5846,15.6,0,0.081562686,0,112.7544,1,1,1118.544
7752,12.6,0,0.015385857,5,208.9928,2,3,9678.0688
3971,11.8,1,0.0,10,102.4674,2,0,203.7348
6110,12.65,1,0.076474728,5,191.8846,1,1,1146.5076
8516,18.6,0,0.118661426,11,58.7588,2,2,858.882
2263,15.0,0,0.058346234,13,44.0744,2,1,633.8416
7932,12.6,0,0.028382853,8,109.4596,0,0,647.1576
5995,20.6,0,0.023585598,6,94.7778,1,1,1314.2892
2960,14.15,0,0.0,9,197.111,0,1,3731.809
6416,6.17,0,0.010630949,10,65.9826,0,1,1162.4868
3395,12.6,1,0.043978369,6,178.4318,2,3,2526.0452
4581,12.3,0,0.009463757,0,73.838,1,1,1245.046
4694,9.065,0,0.115233813,5,94.4094,2,1,2856.282
8098,12.6,1,0.05336162,3,200.1742,2,3,6171.3002
7316,20.2,0,0.074177667,9,93.2462,2,1,1018.0082
1515,4.59,0,0.070780558,14,114.586,0,1,1245.046
216,6.11,1,0.0,6,131.2968,2,0,260.9936
1038,13.65,1,0.026643448,10,37.9532,0,1,862.8768
323,11.15,1,0.008326735,4,149.9708,1,1,1956.1204
6289,17.35,1,0.146527359,12,147.905,0,1,2247.075
4511,12.5,0,0.020697723,1,198.8742,0,1,5773.1518
3774,18.35,0,0.030556922,8,190.6162,1,1,3271.0754
2223,16.7,1,0.117026714,0,189.2214,2,0,188.4214
7012,6.095,0,0.08152738,11,140.3154,2,2,1843.6002
6018,6.76,1,0.028982682,6,79.596,0,1,1438.128
893,13.5,1,0.159587755,6,145.3102,2,1,729.051
4781,8.39,0,0.121178848,9,165.1868,1,1,2784.3756
7738,14.65,0,0.083698962,9,163.4552,2,2,2599.2832
1850,5.51,0,0.034668802,8,98.5726,1,1,1761.7068
3477,16.35,0,0.090562192,9,198.211,0,1,1964.11
3475,13.8,1,0.056825065,13,230.9984,2,1,4633.968
324,20.85,0,0.021362955,6,103.2306,0,1,2404.2038
1215,20.25,1,0.102704495,3,94.312,1,1,2982.784
6021,20.75,0,0.025169703,8,150.4734,0,1,1187.7872
7819,16.2,1,0.016650191,5,97.4726,1,1,1174.4712
5129,10.695,1,0.086764795,13,156.7972,1,1,3427.5384
4990,18.6,0,0.015858893,13,152.9366,1,1,453.4098
8016,12.6,0,0.018275994,3,115.2808,0,0,117.1808
8386,6.92,0,0.038454076,4,61.5852,0,1,813.6076
1730,7.47,1,0.153011599,5,215.2218,1,1,3419.5488
7712,9.3,1,0.033489979,10,156.6314,0,1,1241.0512
3047,12.65,1,0.127283051,5,191.7846,2,0,382.1692
1129,12.6,0,0.113669629,3,89.0198,0,0,174.4396
7275,17.85,0,0.02492239,14,153.4998,2,2,2922.1962
2510,15.7,1,0.01903743,6,60.5536,1,1,490.0288
4552,12.6,1,0.0,13,58.7588,0,0,400.8116
3352,11.3,1,0.054637635,10,93.3094,0,1,3046.7008
664,12.15,0,0.018485511,5,253.1698,2,2,1522.0188
7605,16.2,0,0.044472637,5,43.3454,1,1,922.7988
3106,7.81,1,0.055451725,3,122.6046,2,2,2365.5874
208,12.6,1,0.051643608,13,107.3622,0,0,317.5866
5478,17.6,0,0.041851756,14,162.7526,1,1,3124.5994
747,18.5,1,0.0,4,144.2102,1,1,2041.3428
2374,5.88,0,0.003606726,7,154.1998,2,2,1384.1982
4897,12.6,1,0.093883945,3,200.4742,0,0,398.1484
798,6.55,0,0.024521191,1,100.6332,1,1,2665.8632
88,6.305,1,0.123115764,13,95.6436,0,1,661.8052
734,5.03,0,0.008644894,9,122.6756,1,1,2665.8632
196,19.0,1,0.097313129,5,48.0718,0,1,992.7078
8355,18.0,0,0.038978526,13,148.6418,2,1,2795.6942
7295,20.5,0,0.036344721,6,122.3756,1,1,2544.6876
6061,7.485,0,0.069514712,13,108.7228,1,1,1326.2736
1174,16.1,1,0.047801883,5,127.4362,0,1,2265.0516
7486,11.65,1,0.076002991,13,83.4908,1,1,503.3448
2245,12.6,0,0.056394771,12,51.3982,1,1,473.3838
6460,8.52,0,0.027114238,14,151.9682,1,1,1677.1502
7356,6.67,1,0.12332588,13,90.2514,2,1,974.0654
5783,9.035,1,0.174450933,10,151.0708,1,1,2708.4744
4447,9.8,0,0.02316823,14,47.506,2,0,186.424
6310,10.85,0,0.162107603,13,106.3622,2,1,2117.244
3820,6.89,1,0.136984147,13,192.682,2,2,2703.148
2691,13.15,0,0.024651269,9,179.5686,0,1,1422.1488
1153,9.8,0,0.026192765,13,215.685,2,2,649.155
198,12.6,1,0.098663652,4,62.9194,2,3,2105.2596
3078,12.6,1,0.031598706,0,172.9764,1,1,2233.0932
4127,13.65,1,0.031573246,3,99.47,2,2,299.61
5141,16.7,1,0.052493162,5,113.9176,0,1,2519.3872
1097,12.6,1,0.04016342,13,181.166,2,3,3415.554
548,17.85,0,0.01806055,8,97.0094,1,1,2094.6068
3126,12.6,1,0.086837543,5,106.2306,2,3,2090.612
7389,16.5,0,0.012689327,8,39.7506,2,2,227.7036
2373,4.615,1,0.102407778,3,234.33,1,1,3961.51
4198,10.65,1,0.085617517,13,229.3668,1,1,2303.668
4454,12.8,0,0.069902438,15,261.3252,2,2,3410.2276
1321,16.75,0,0.075889215,8,37.6532,1,1,575.2512
3886,12.15,0,0.021757269,1,165.0184,0,1,3302.368
6956,5.5,0,0.047059016,11,100.1016,2,1,2125.2336
7559,4.61,0,0.123151947,7,175.2396,2,2,2093.2752
7891,12.6,1,0.025616191,13,188.1872,2,3,6239.8776
6603,8.575,0,0.023866079,14,107.128,2,1,958.752
4994,18.75,0,0.010381661,9,207.8954,0,1,2292.3494
4301,8.985,0,0.184440421,6,99.67,1,1,3295.71
5769,7.435,0,0.123338082,15,206.1638,2,2,1656.5104
6474,17.25,1,0.159165324,6,63.4194,1,1,1547.985
2943,10.8,0,0.138171603,4,191.4504,2,0,575.2512
2318,17.7,0,0.020993364,9,166.8474,2,0,168.4474
5945,20.7,0,0.0,4,78.467,0,1,1607.907
5824,16.5,1,0.159720671,13,144.5128,0,1,3595.32
8039,16.75,0,0.081485126,6,258.0988,1,1,8994.958
7402,6.115,1,0.011419301,5,91.0488,2,2,1629.8784
4169,18.85,0,0.137410256,7,161.7578,0,1,1604.578
4603,20.35,1,0.0,10,81.6276,0,1,1787.0072
6732,7.945,0,0.015863075,13,161.821,2,1,2446.815
937,13.65,0,0.065576228,5,47.7402,2,1,643.1628
5566,8.365,0,0.071992202,7,38.3506,1,1,986.7156
3206,12.6,0,0.236616754,13,217.6482,0,0,219.0482
6542,18.85,0,0.055671582,0,133.3284,1,1,263.6568
1793,6.8,0,0.03749705,0,49.9034,0,1,194.4136
622,20.35,0,0.039428167,9,127.9678,2,2,3560.6984
6056,10.5,0,0.011285795,9,235.8248,1,1,4266.4464
6156,13.0,0,0.041789718,9,256.1014,2,1,2550.014
2523,7.905,0,0.010003987,13,250.7408,2,1,5757.8384
5563,4.785,0,0.0931174,1,118.6098,1,1,361.5294
5940,12.6,0,0.008519718,8,116.9492,2,3,2780.3808
3185,18.0,0,0.017979145,15,178.3686,2,2,3199.8348
8334,13.15,0,0.020698674,1,86.3566,2,1,1099.2358
7504,12.6,0,0.159394437,11,105.6938,0,0,214.3876
2110,11.6,1,0.079376029,5,81.7276,1,1,1949.4624
4334,15.2,0,0.162462044,8,117.6492,2,0,347.5476
4306,8.05,1,0.0,6,257.5646,2,1,5153.292
2913,14.15,1,0.024503972,6,195.111,2,2,982.055
5231,12.6,0,0.091042211,9,162.6894,2,3,2588.6304
5876,12.35,1,0.064441812,6,110.957,2,0,219.714
7811,8.785,0,0.020618957,14,153.0656,1,1,4170.5712
620,8.1,1,0.134532392,3,39.448,0,1,878.856
1544,5.465,1,0.048486801,0,131.2626,2,1,3410.2276
4010,16.7,1,0.038528228,13,143.9102,0,1,1749.7224
8256,11.15,1,0.086281593,13,170.579,2,2,1358.232
4535,6.11,1,0.151925271,14,46.6086,1,1,624.5204
14,16.35,0,0.0680243,6,196.4426,2,1,1977.426
478,6.135,1,0.0,0,151.3366,1,1,1057.9562
1352,20.35,0,0.054056927,13,116.8466,0,1,2356.932
2317,19.2,0,0.18293775,11,243.0196,0,1,3615.294
8449,12.6,0,0.019716846,3,191.9188,0,0,571.2564
2476,12.6,0,0.026769592,9,77.0354,2,3,2332.2974
6340,16.2,0,0.0,8,182.1608,0,1,3123.9336
5245,7.93,0,0.005557062,5,122.1414,0,1,2924.1936
7594,10.8,0,0.164724567,10,98.4042,2,0,99.2042
3799,20.7,1,0.12152072,5,118.0466,0,1,1060.6194
1033,12.6,1,0.01612717,3,189.3556,2,3,2253.0672
7111,18.7,0,0.046079558,8,151.5682,1,1,1982.0866
286,18.2,0,0.082551042,6,147.3734,2,0,296.9468
550,11.8,1,0.076705948,13,34.7558,1,1,780.9834
7011,5.365,1,0.140811559,12,173.5764,2,2,2061.3168
7032,9.195,1,0.130657442,10,106.4596,2,0,215.7192
7381,12.6,1,0.05357685,0,122.2072,2,3,3552.7088
4194,14.0,1,0.031261583,3,52.564,1,1,639.168
4441,12.3,1,0.064618976,15,89.8804,0,1,1286.3256
2543,13.15,1,0.038167453,13,89.4856,1,1,1230.3984
7502,18.5,0,0.033938279,11,132.5284,1,1,1318.284
2094,19.75,1,0.018096488,5,179.566,2,2,2696.49
2641,12.6,0,0.068765925,1,216.9166,2,3,4354.332
1916,20.5,0,0.036287517,6,121.2756,2,2,2181.1608
6312,17.7,0,0.030060895,13,166.4816,2,2,2013.3792
1569,12.6,0,0.111554381,13,59.822,2,3,1677.816
1425,12.15,0,0.062640143,15,36.6532,1,1,251.6724
2375,11.8,1,0.093801337,13,126.0704,0,1,1251.704
6911,14.3,1,0.065153295,6,88.4856,2,1,1406.1696
6497,6.11,1,0.152813518,14,45.6086,1,1,1025.9978
1871,12.3,0,0.021860985,5,193.3162,0,1,3078.6592
2310,12.65,0,0.035404052,0,230.601,1,1,2067.309
5930,10.1,0,0.056030907,9,115.1492,2,1,1737.738
8446,17.25,0,0.107258822,5,40.1822,1,1,510.6686
2388,7.39,0,0.093160853,9,251.3066,2,2,1004.0264
8161,5.305,1,0.04710181,10,181.8608,0,1,4594.02
2629,15.25,0,0.026651184,13,86.6198,0,1,1657.1762
3870,7.105,0,0.075000682,9,61.0562,2,0,296.281
6618,17.75,1,0.067446626,0,184.724,2,1,1677.816
527,12.6,0,0.160178832,9,160.2894,0,0,323.5788
3534,5.94,1,0.029538509,1,189.4556,1,1,1877.556
7154,6.155,1,0.094807042,10,213.356,0,1,3835.008
7981,12.6,1,0.010928678,13,167.0842,2,3,6465.5838
2628,12.15,0,0.021705417,1,163.5184,2,1,3137.2496
3770,12.6,0,0.176411579,9,173.2422,2,3,2069.3064
7507,15.2,1,0.10377827,6,175.6054,0,1,2451.4756
3995,13.35,0,0.038744606,13,239.3564,1,1,3098.6332
5485,12.6,0,0.126585095,5,122.4098,0,0,120.5098
6660,13.65,1,0.184454044,3,211.4902,0,1,4035.4138
4245,20.2,1,0.121153331,13,97.3752,2,1,958.752
1149,12.6,0,0.009364957,0,74.238,2,3,1171.808
2288,8.52,0,0.027101431,14,151.7682,0,1,2439.4912
3100,7.05,0,0.1422157,13,108.7912,2,0,109.1912
4416,12.6,1,0.039734882,14,165.7868,2,3,4913.604
4292,17.25,0,0.037155206,14,166.4526,2,1,3782.4098
4450,17.6,0,0.058091269,10,156.2314,0,1,2947.4966
0,9.3,0,0.016047301,4,249.8092,0,1,3735.138
701,19.85,0,0.025963795,9,46.3376,1,1,1150.5024
5967,12.6,0,0.073012871,11,67.5142,2,3,2306.997
3982,10.8,0,0.082549896,4,193.7504,0,1,4602.0096
5332,12.6,0,0.009585169,5,102.5016,0,0,101.2016
7692,12.65,0,0.123726711,10,107.7938,1,1,2251.0698
3816,12.1,1,0.061521569,14,55.8614,1,1,1436.7964
4680,14.3,1,0.034382602,0,96.5726,2,1,2251.0698
3346,18.7,0,0.03761584,6,109.1886,1,1,1890.2062
6008,12.6,0,0.246678647,1,129.7994,0,0,385.4982
1554,6.865,1,0.036042939,5,244.4486,1,1,4153.9262
7348,10.895,0,0.020951848,8,255.3672,0,1,767.0016
4988,9.195,1,0.0471117,5,52.0666,1,1,615.1992
7331,19.75,0,0.012499004,6,188.0872,2,2,2458.1336
5896,18.0,0,0.124348482,5,118.3124,2,1,948.0992
4997,15.5,1,0.126199917,6,178.4028,2,2,1239.7196
1677,12.5,1,0.109971578,6,82.7592,1,1,577.9144
3145,14.3,0,0.12780038,5,83.6224,1,1,852.224
7501,8.68,0,0.01478914,5,97.7384,2,0,98.5384
7427,12.6,0,0.079931185,3,219.7456,0,0,884.1824
296,7.09,0,0.00721395,0,47.9034,1,1,583.2408
6870,6.385,0,0.083768522,7,109.8596,2,1,3235.788
57,8.365,0,0.071958197,7,38.0506,0,1,796.9626
5247,16.2,0,0.019362306,14,154.6972,2,1,1713.7692
2446,12.6,0,0.142589751,9,35.919,2,3,585.904
7441,11.1,1,0.053765212,6,163.1526,1,1,1808.9786
4847,19.25,1,0.058226609,5,85.2908,2,1,671.1264
2087,19.75,0,0.041330512,6,115.8466,2,1,2474.7786
7868,6.885,1,0.140008554,3,108.7228,0,1,2542.0244
4353,17.85,0,0.024961677,14,153.1998,1,1,3383.5956
4067,20.2,1,0.121748174,13,96.9752,2,2,1725.7536
1370,16.1,1,0.063689583,4,181.9318,1,1,5954.2494
5050,19.0,0,0.216478153,9,190.1872,2,0,567.2616
3827,17.6,0,0.010031539,13,161.5552,2,1,1787.0072
3879,20.7,1,0.114581955,4,94.3436,2,2,945.436
681,7.76,0,0.059341019,13,99.77,1,1,798.96
434,12.6,1,0.264124669,10,155.7314,0,0,155.1314
4054,21.25,0,0.016735879,10,185.2608,2,0,183.7608
2987,7.475,0,0.01319424,9,217.4192,1,1,4314.384
1489,12.6,0,0.031069203,3,179.6686,0,0,177.7686
812,7.865,0,0.06100886,2,166.0526,2,1,3617.9572
1882,15.2,0,0.021250528,3,216.5824,1,1,5241.1776
5354,12.6,0,0.198316649,0,54.3956,0,0,272.978
8445,19.6,0,0.048092778,8,44.477,2,2,432.77
1940,5.405,1,0.053611144,3,197.7742,1,1,796.2968
2439,12.6,0,0.237651344,6,170.2106,0,0,171.1106
2699,9.395,0,0.159201868,14,226.072,2,1,3621.952
3263,15.2,0,0.019142452,13,237.5248,1,1,3318.3472
1181,11.8,1,0.025966531,10,102.2674,0,1,2444.8176
1375,15.35,0,0.013840784,5,65.2168,1,1,958.752
8381,6.215,1,0.049621701,0,226.1062,0,1,4739.8302
3819,8.71,1,0.072141818,3,183.3924,1,1,2776.386
626,19.0,1,0.065901299,6,188.7214,2,2,1695.7926
2602,9.17,0,0.103138922,0,141.747,0,1,3006.087
1669,7.51,0,0.01742908,6,229.601,0,1,6201.927
3767,12.6,0,0.266234421,2,98.5358,0,0,402.1432
2098,13.1,0,0.037657459,6,175.8054,1,1,2801.6864
4743,18.5,0,0.025740259,10,89.4172,2,1,1605.9096
84,12.6,1,0.031382044,0,171.3764,2,3,3091.9752
3269,12.6,1,0.060587738,1,156.8288,0,0,471.3864
7302,12.6,0,0.043551753,13,184.495,2,3,7873.085
7329,10.695,1,0.01141595,13,74.0038,2,1,1034.6532
418,6.655,0,0.016993225,6,211.0586,1,1,844.2344
7816,12.6,0,0.044829295,13,187.4556,2,3,7510.224
7789,6.715,1,0.121832956,0,43.5454,1,1,838.908
293,7.075,0,0.05858462,4,142.7128,2,2,1869.5664
7929,12.5,0,0.10402738,9,172.2448,1,1,1874.8928
1506,10.895,0,0.137023446,4,263.7568,0,1,7646.0472
7251,14.6,0,0.059611153,11,238.3538,1,1,2163.1842
7536,12.6,1,0.084354713,3,215.5218,2,3,4915.6014
1634,14.85,1,0.009958941,13,157.963,1,1,2816.334
8265,20.6,0,0.045675104,8,150.9392,1,1,4026.7584
6152,9.695,1,0.047420609,5,246.0144,1,1,4165.2448
1563,13.3,1,0.071439051,6,61.0536,1,1,1898.8616
6674,9.1,0,0.291438755,0,126.8362,2,0,125.8362
6854,10.1,0,0.054853377,8,198.6084,2,2,2182.4924
1979,18.35,1,0.09468096,6,86.2882,2,2,1631.8758
1883,10.8,0,0.05843345,7,74.738,0,1,1025.332
438,20.7,1,0.047565208,4,213.4876,0,1,1929.4884
4439,8.71,1,0.046079575,4,43.5744,1,1,407.4696
5677,12.15,0,0.018395194,5,251.6698,2,1,6088.0752
6789,13.35,1,0.149974858,13,179.766,2,2,5932.278
3961,8.43,0,0.01732573,14,197.9768,0,1,1182.4608
2177,12.6,0,0.196490902,3,120.544,0,0,479.376
373,9.0,0,0.065236932,13,176.437,1,1,7763.228
4771,9.3,0,0.043785694,7,191.6846,0,1,3057.3536
4753,17.6,0,0.00799436,4,171.6422,2,1,3793.7284
4836,10.195,0,0.0,5,143.1154,1,1,2410.8618
8064,8.1,0,0.12829573,6,210.4902,1,1,5309.755
4418,6.59,0,0.026225693,9,119.0098,0,1,2530.7058
1784,15.1,0,0.026140452,5,149.0076,1,1,4138.6128
4776,16.35,0,0.029565309,9,256.4646,2,2,515.3292
7510,15.25,1,0.0,13,179.766,2,2,3056.022
5828,12.35,1,0.158715731,10,157.2946,0,1,1577.946
5327,7.975,0,0.014628382,0,82.325,1,1,1331.6
4810,19.35,0,0.016645164,5,120.9098,1,1,1687.1372
4377,12.6,1,0.060154968,5,110.1544,0,0,111.8544
2280,20.85,1,0.062212713,0,88.1514,1,1,1151.1682
8198,12.6,1,0.063554289,1,263.6594,2,3,3401.5722
7514,19.7,1,0.160671255,3,254.7014,1,1,3570.0196
3463,8.185,0,0.038721734,6,115.8808,1,1,1523.3504
7851,14.1,0,0.089817198,3,142.7496,0,1,3528.74
4595,5.78,1,0.074149074,13,262.2568,0,1,5273.136
4766,17.2,1,0.025162022,3,145.9418,1,1,1765.7016
1541,8.05,1,0.078719835,6,258.5646,2,2,3091.9752
6162,5.945,0,0.155706798,9,127.9652,2,0,645.826
322,15.0,0,0.049357077,14,62.6168,1,1,958.752
2031,7.6,1,0.142383847,15,172.3448,1,1,2556.672
3847,14.35,0,0.017073332,8,109.5228,1,1,1657.842
7301,6.035,1,0.065771344,0,185.324,1,1,3728.48
6820,17.0,0,0.126220187,9,126.7362,1,1,1258.362
7092,21.25,0,0.01945343,13,120.8756,0,1,1454.1072
110,13.3,0,0.079806266,4,232.53,0,1,699.09
